organization_name,organization_user_name,organization_namespace_url,organization_website,location_country,form_of_organization
BETALAB,BETALAB-team,https://github.com/BETALAB-team,https://research.dii.unipd.it/betalab/,Italy,academia
JamieLab,JamieLab,https://github.com/JamieLab,https://www.exeter.ac.uk/,UK,academia
the Poisot lab,PoisotLab,https://github.com/PoisotLab,http://poisotlab.io,Canada,academia
Evolutionary Ecology Group at University of Cambridge,EvolEcolGroup,https://github.com/EvolEcolGroup,http://www.eeg.zoo.cam.ac.uk/,UK,academia
re:Mobidyc,ReMobidyc,https://github.com/ReMobidyc,,Japan,community
PFMC assessments,pfmc-assessments,https://github.com/pfmc-assessments,,USA,government agency
FESOM,FESOM,https://github.com/FESOM,https://fesom.de/,Germany,government agency
BASIN-3D,BASIN-3D,https://github.com/BASIN-3D,https://basin3d.readthedocs.io/en/stable/,Global,community
HYCOM.org,HYCOM,https://github.com/HYCOM,https://hycom.org/hycom/overview,USA,academia
MeteoSwiss,MeteoSwiss,https://github.com/MeteoSwiss,https://www.meteoswiss.ch,Switzerland,government agency
Energy Transition Dynamics Group at IASS Potsdam,repolicy,https://github.com/repolicy,https://www.iass-potsdam.de/en/research-group/energy-transition-dynamics,,
Applied Machine Learning (AML) Lab,TAMU-AML,https://github.com/TAMU-AML,https://sites.google.com/view/yuding,,
,FraunhoferIWES,https://github.com/FraunhoferIWES,,,
,hydro-python,https://github.com/hydro-python,,,
BIG-MAP,BIG-MAP,https://github.com/BIG-MAP,https://www.big-map.eu/,,
Dynaωo,dynawo,https://github.com/dynawo,,,
IEA-ETSAP,etsap-TIMES,https://github.com/etsap-TIMES,https://iea-etsap.org/,,
,EnergySystemsModellingLab,https://github.com/EnergySystemsModellingLab,,,
Tulipa,TulipaEnergy,https://github.com/TulipaEnergy,,,
pommes-public,pommes-public,https://github.com/pommes-public,,,
SPF Institute for Solar Technology,SPF-OST,https://github.com/SPF-OST,www.spf.ch,,
openLEADR,OpenLEADR,https://github.com/OpenLEADR,https://openleadr.org,,
SEAPATH - (S)oftware (E)nabled (A)utomation (P)latform and (A)rtifacts (TH)erein,seapath,https://github.com/seapath,,,
ELECTA,Electa-Git,https://github.com/Electa-Git,https://www.esat.kuleuven.be/electa,,
Pacific Northwest National Laboratory (Public),pnnl,https://github.com/pnnl,http://www.pnnl.gov/,,
Cisco,cisco-open,https://github.com/cisco-open,https://opensource.cisco.com,,
,SolarNetwork,https://github.com/SolarNetwork,https://solarnetwork.net/,,
EnAccess Foundation,EnAccess,https://github.com/EnAccess,https://enaccess.org,,
The City of Sault Ste. Marie,cityssm,https://github.com/cityssm,https://cityssm.github.io,,
TransitionZero,transition-zero,https://github.com/transition-zero,https://www.transitionzero.org/,,
Open Energy Data Initiative,openEDI,https://github.com/openEDI,https://openei.org/wiki/Open_Energy_Data_Initiative_(OEDI),,
kW Labs,kW-Labs,https://github.com/kW-Labs,https://www.kw-engineering.com/,,
Hoare Lea,HoareLea,https://github.com/HoareLea,www.hoarelea.com,,
Meirim,meirim-org,https://github.com/meirim-org,http://www.meirim.org,,
Arup,arup-group,https://github.com/arup-group,https://www.arup.com/,,
UGR-SAIL,ugr-sail,https://github.com/ugr-sail,https://sail.ugr.es,,
Energy Efficient Buildings @EURAC,EURAC-EEBgroup,https://github.com/EURAC-EEBgroup,http://www.eurac.edu/en/research/technologies/renewableenergy/researchfields/Pages/Energy-management-in-buildings.aspx,,
Institut Wohnen und Umwelt GmbH,IWUGERMANY,https://github.com/IWUGERMANY,https://www.iwu.de,,
Climate Cooperative,climate-cooperative,https://github.com/climate-cooperative,https://climate-cooperative.org,,
GridWorks,thegridelectric,https://github.com/thegridelectric,,,
Fluctuo,fluctuo,https://github.com/fluctuo,https://fluctuo.com,,
3DStreet,3DStreet,https://github.com/3DStreet,3dstreet.org,,
Aalto Electric Drives,Aalto-Electric-Drives,https://github.com/Aalto-Electric-Drives,,,
Global Healthy and Sustainable City-Indicators Collaboration,global-healthy-liveable-cities,https://github.com/global-healthy-liveable-cities,,,
Green Coding Solutions,green-coding-solutions,https://github.com/green-coding-solutions,https://www.green-coding.io,,
World Wide Web Consortium,w3c,https://github.com/w3c,https://www.w3.org/,,
GEOPM,geopm,https://github.com/geopm,https://geopm.github.io,,
Accenture,Accenture,https://github.com/Accenture,https://accenture.github.io,,
CNCF Technical Advisory Groups,cncf-tags,https://github.com/cncf-tags,,,
Hawkins\Brown Digital Design,HawkinsbrownArch,https://github.com/HawkinsbrownArch,,,
ESA WorldCereal,WorldCereal,https://github.com/WorldCereal,https://esa-worldcereal.org/,,
AgML,Project-AgML,https://github.com/Project-AgML,,,
Precision Sustainable Ag,precision-sustainable-ag,https://github.com/precision-sustainable-ag,www.precisionsustainableag.org,,
,Open-Agriculture,https://github.com/Open-Agriculture,,,
Teikei / ErnteTeilen,teikei,https://github.com/teikei,http://ernte-teilen.org,,
,AgriculturalModelExchangeInitiative,https://github.com/AgriculturalModelExchangeInitiative,,,
Cropbox,cropbox,https://github.com/cropbox,,,
USDA-ARS Adaptive Cropping Systems Laboratory,USDA-ARS-ACSL,https://github.com/USDA-ARS-ACSL,https://www.ars.usda.gov/nea/barc/acsl,,
,reagro,https://github.com/reagro,,,
sede-open,sede-open,https://github.com/sede-open,https://www.shell.com/about-us/contact-us.html,,
Scott Logic Ltd,ScottLogic,https://github.com/ScottLogic,https://www.scottlogic.com/our-commitment-open-source,,
Etive Mòr,Etive-Mor,https://github.com/Etive-Mor,https://www.etive-mor.com/,,
Syke Open Development,sykefi,https://github.com/sykefi,http://www.syke.fi,,
CREA,energyandcleanair,https://github.com/energyandcleanair,https://energyandcleanair.org/,,
Klimatbyrån,Klimatbyran,https://github.com/Klimatbyran,,,
Open Methane,openmethane,https://github.com/openmethane,https://openmethane.org,,
UN/CEFACT,uncefact,https://github.com/uncefact,https://www.unece.org/cefact/,,
MARIO,it-is-me-mario,https://github.com/it-is-me-mario,https://mario-suite.readthedocs.io/en/latest/index.html,,
,wimlds-trojmiasto,https://github.com/wimlds-trojmiasto,,,
The Clothing Loop,the-clothing-loop,https://github.com/the-clothing-loop,https://www.clothingloop.org/,,
PrOMMiS,prommis,https://github.com/prommis,,,
NESP Threatened Species Recovery Hub (Project 3.1),nesp-tsr3-1,https://github.com/nesp-tsr3-1,,,
VocalPy,vocalpy,https://github.com/vocalpy,http://www.vocalpy.org/,,
US Integrated Ocean Observing System,ioos,https://github.com/ioos,http://ioos.github.io,,
,kitzeslab,https://github.com/kitzeslab,,,
Alberta Biodiversity Monitoring Institute,ABbiodiversity,https://github.com/ABbiodiversity,http://www.abmi.ca,,
"biomod2 package, tools and scripts ",biomodhub,https://github.com/biomodhub,,,
In the ade universe,adeverse,https://github.com/adeverse,,,
,macroecology,https://github.com/macroecology,,,
TRanslating ENvironmental CHange,trenchproject,https://github.com/trenchproject,https://trenchproject.com,,
Bionomia,bionomia,https://github.com/bionomia,https://bionomia.net,,
Long Term Ecological Research Network,lter,https://github.com/lter,http://www.lternet.edu,,
BirdLife International,BirdLifeInternational,https://github.com/BirdLifeInternational,www.birdlife.org,,
emLab,emlab-ucsb,https://github.com/emlab-ucsb,http://emlab.ucsb.edu,,
Wildlife Dynamics,wildlife-dynamics,https://github.com/wildlife-dynamics,,,
Ecosystem Modelling Facility (CREAF),emf-creaf,https://github.com/emf-creaf,https://emf.creaf.cat/,,
Conservation Biology Institute,consbio,https://github.com/consbio,http://consbio.org,,
,cat-cfs,https://github.com/cat-cfs,,,
3DFin,3DFin,https://github.com/3DFin,,,
Spatial Ecosystem Analytics Lab,ncsuSEAL,https://github.com/ncsuSEAL,https://ncsu-seal.netlify.app/,,
GECO,geco-bern,https://github.com/geco-bern,geco-group.org,,
BioCro Team,biocro,https://github.com/biocro,,,
RMRS Missoula Fire Sciences Lab,firelab,https://github.com/firelab,firelab.org,,
MITRE Fireline,mitrefireline,https://github.com/mitrefireline,fireline.mitre.org,,
"Department of Biodiversity, Conservation and Attractions",dbca-wa,https://github.com/dbca-wa,https://www.dbca.wa.gov.au/,,
,forefireAPI,https://github.com/forefireAPI,,,
,cell2fire,https://github.com/cell2fire,,,
Orcasound,orcasound,https://github.com/orcasound,live.orcasound.net,,
The Plankton Team,PlanktonTeam,https://github.com/PlanktonTeam,,,
,NOAA-FIMS,https://github.com/NOAA-FIMS,,,
,nmfs-fish-tools,https://github.com/nmfs-fish-tools,,,
Research Institute for Nature and Forest (INBO),inbo,https://github.com/inbo,http://www.inbo.be/en,,
AusOcean,ausocean,https://github.com/ausocean,https://www.ausocean.org,,
The BirdFlow Project,birdflow-science,https://github.com/birdflow-science,,,
,AfricaBirdData,https://github.com/AfricaBirdData,,,
WildEye Conservation,WildEyeConservation,https://github.com/WildEyeConservation,https://wildeyeconservation.org/,,
Natural Solutions,naturalsolutions,https://github.com/naturalsolutions,https://natural-solutions.world,,
SICE,GEUS-SICE,https://github.com/GEUS-SICE,http://snow.geus.dk/,,
Cryologger,cryologger,https://github.com/cryologger,https://cryologger.org,,
,localdevices,https://github.com/localdevices,,,
Simulator of Hydrological Unstructured Domains,SHUD-System,https://github.com/SHUD-System,https://www.shud.xyz/en/,,
HydPy,hydpy-dev,https://github.com/hydpy-dev,https://hydpy-dev.github.io/hydpy/,,
,gwmod,https://github.com/gwmod,,,
RESPEC Consulting & Services,respec,https://github.com/respec,http://www.respec.com,,
Thermodynamic Equation Of Seawater - 2010 (TEOS-10),TEOS-10,https://github.com/TEOS-10,http://www.TEOS-10.org,,
Smithsonian Institution,Smithsonian,https://github.com/Smithsonian,https://si.edu/,,
EMODnet,EMODnet,https://github.com/EMODnet,https://emodnet.ec.europa.eu,,
HUB Ocean,C4IROcean,https://github.com/C4IROcean,https://www.oceandata.earth/,,
Australian Ocean Data Network,aodn,https://github.com/aodn,https://portal.aodn.org.au/,,
Ocean Networks Canada,OceanNetworksCanada,https://github.com/OceanNetworksCanada,http://www.oceannetworks.ca/,,
Matplotlib Developers,matplotlib,https://github.com/matplotlib,https://matplotlib.org,,
,sharppy,https://github.com/sharppy,,,
,SpeedyWeather,https://github.com/SpeedyWeather,,,
WAM2layersTeam,WAM2layers,https://github.com/WAM2layers,,,
QuantAQ,quant-aq,https://github.com/quant-aq,https://www.quant-aq.com,,
NOAA Air Resources Laboratory,noaa-oar-arl,https://github.com/noaa-oar-arl,https://www.arl.noaa.gov,,
MIT LAE,MIT-LAE,https://github.com/MIT-LAE,https://lae.mit.edu,,
,eurec4a,https://github.com/eurec4a,,,
cloud modelling group at IGFUW,igfuw,https://github.com/igfuw,http://foss.igf.fuw.edu.pl/,,
ACTRIS Cloudnet,actris-cloudnet,https://github.com/actris-cloudnet,https://cloudnet.fmi.fi/,,
Google DeepMind,google-deepmind,https://github.com/google-deepmind,https://www.deepmind.com/,,
metoppv,metoppv,https://github.com/metoppv,,,
High-Flyer AI,HFAiLab,https://github.com/HFAiLab,https://www.high-flyer.cn/,,
Meteorological Service of Canada,ECCC-MSC,https://github.com/ECCC-MSC,https://www.ec.gc.ca/meteo-weather,,
Ingenjörsarbete För Klimatet,Ingenjorsarbete-For-Klimatet,https://github.com/Ingenjorsarbete-For-Klimatet,https://www.ingenjorsarbeteforklimatet.se,,
Centre for High-Performance Scientific Computing in Terrestrial Systems (HPSC-TerrSys),HPSCTerrSys,https://github.com/HPSCTerrSys,http://www.hpsc-terrsys.de,,
Python for Data,pydata,https://github.com/pydata,http://groups.google.com/forum/?fromgroups#!forum/pydata,,
ACCESS-NRI,ACCESS-NRI,https://github.com/ACCESS-NRI,https://www.access-nri.org.au/,,
Environmental Informatics at Marburg University,environmentalinformatics-marburg,https://github.com/environmentalinformatics-marburg,www.environmentalinformatics-marburg.de,,
Cal-Adapt,cal-adapt,https://github.com/cal-adapt,https://cal-adapt.org,,
,csdms-contrib,https://github.com/csdms-contrib,http://csdms.colorado.edu,,
Deltares research & development,Deltares-research,https://github.com/Deltares-research,www.deltares.nl,,
National Infrastructure Systems Model,nismod,https://github.com/nismod,www.itrc.org.uk,,
Mila,mila-iqia,https://github.com/mila-iqia,https://mila.quebec/,,
Climate Policy Assessment Community of Models,cpmodel,https://github.com/cpmodel,,,
Climate Interactive,climateinteractive,https://github.com/climateinteractive,https://climateinteractive.org/,,
AirQo Platform,airqo-platform,https://github.com/airqo-platform,http://www.airqo.net,,
Mazama Science,MazamaScience,https://github.com/MazamaScience,mazamascience.com,,
,AWH-GlobalPotential-X,https://github.com/AWH-GlobalPotential-X,,,
Ecohydrology Team,EcohydrologyTeam,https://github.com/EcohydrologyTeam,,,
SASWE,UW-SASWE,https://github.com/UW-SASWE,https://saswe.net/,,
,watertap-org,https://github.com/watertap-org,https://watertap-org.github.io/,,
TERN,ternaustralia,https://github.com/ternaustralia,www.tern.org.au,,
Permian Global Research,Permian-Global-Research,https://github.com/Permian-Global-Research,https://permianglobal.com/,,
ONE Campaign,ONEcampaign,https://github.com/ONEcampaign,https://www.one.org,,
Sovereign Nature Initiative,sovereign-nature,https://github.com/sovereign-nature,https://sovereignnature.com,,
,r-earthengine,https://github.com/r-earthengine,,,
,r-spatial,https://github.com/r-spatial,https://github.com/r-spatial,,
CS GROUP,CS-SI,https://github.com/CS-SI,http://www.csgroup.eu,,
Environmental Data Initiative,EDIorg,https://github.com/EDIorg,https://edirepository.org/,,
,pydap,https://github.com/pydap,,,
US Global Change Research Program,USGCRP,https://github.com/USGCRP,http://www.globalchange.gov,,
Environmental Data and Governance Initiative,edgi-govdata-archiving,https://github.com/edgi-govdata-archiving,www.envirodatagov.org,,
Clay Foundation,Clay-foundation,https://github.com/Clay-foundation,,,
B-Open,bopen,https://github.com/bopen,https://bopen.eu,,
S[&]T,stcorp,https://github.com/stcorp,http://stcorp.nl/,,
Euro Data Cube,eurodatacube,https://github.com/eurodatacube,https://eurodatacube.com,,
SlideRule Earth,SlideRuleEarth,https://github.com/SlideRuleEarth,https://slideruleearth.io/,,
SNAP - ESA's SentiNel Application Platform,senbox-org,https://github.com/senbox-org,http://step.esa.int/main/toolboxes/snap/,,
ICube-SERTIT,sertit,https://github.com/sertit,https://sertit.unistra.fr/,,
Brazilian Network on Plant-Pollinator Interactions,rebipp,https://github.com/rebipp,https://www.rebipp.org.br,,
The Planteome Project,Planteome,https://github.com/Planteome,http://www.planteome.org/,,
Food Ontology,FoodOntology,https://github.com/FoodOntology,http://foodon.org,,
